First Name,Last Name,Gender,Imprint,Trade,Additional Print Agent (STC),Title Page Author,Author First Name,Author Last Name,Additional Authors,Title,Alternate Titles,Genre,Year,Total Paratexts,Paratext Title,Paratext Type,Dedicatee,Assumed Dedicatee Gender,Illustration,STC No,Additional Paratexts,Notes,Copy From,Source
Valentine,Simmes,Male,Imprinted at London by Valentine Simmes dwelling on Adling hill at the signe of the white Swanne,Printer,,M. B.,M. B.,,,"The triall of true Friendship; Or perfit mirror, wherby to discerne a trustie friend from a flattering Parasite. Otherwise, A knacke to know a knaue from an honest man: By a perfit mirrour of both: Soothly to say; Trie ere you trust; Beleeue no man rashly. No lesse profitable in obseruing, then pleasant in reading. By M. B.",The trial of true Friendship,Philosophy | Morality,1596,1,"[...] Walter Flude, Gentleman V.S. wisheth all happinesse",Dedication,Walter Flude,Male,No,1053,,EEBO copy cuts the top of the page for dedication,British Library,EEBO
William,Barley,Male,For William Barley,Bookseller,J. Danter,,Giovanni,Batista Ciotti,,"A booke of curious and strange inventions, called the first part of needleworkes containing many singuler and fine sortes of cut-workes, raisde-workes, stiches, and open cutworke, verie easie to be learned by the dilligent practisers, that shall follow the direction herein contained. Newlie augmented.",,Household,1596,1,To the right honourable and virtuous good ladie Isabell dowager of Rutland all health and happiness with increase of honourable diginitie (sig. William Barley),Dedication,Isabel Manners Holcroft,Female,Yes,5323a.8,,Formerly STC 18418,British Library,EEBO
John,Oxenbridge,Male,"London: By T. C. for John Oxenbridge, dwelling in Paules Church-yard at the signe of the Parrot",Bookseller,Thomas Creede,W. P.,Anonymous,,,"The most pleasaunt and delectable historie of Lazarillo de Tormes, a Spanyard and of his maruellous fortunes and adversities. The second part. Translated out of Spanish and into English, by W.P.",,Prose | Translation,1596,1,"To my verie good friend, Maister Jonas Tirill of Burstow, all happinesse bee wished (J. O.)",Dedication,Jonas Tirill,Male,No,15340,,W.P. = William Phiston? (ESTC),The Huntington Library,EEBO
Thomas,Creed,Male,London: Printed by Thomas Creede,Printer,Valentine Simmes,,William,Caxton,Raoul Lefevre | William Phiston,"The auncient historie, of the destruction of Troy Conteining the founders and foundation of the said citie, with the causes and maner of the first and second spoiles and sackings thereof, by Hercules and his followers: and the third and last vtter desolation and ruine, effected by Menelaus and all the notable worthies of Greece. Here also are mentioned the rising and flourishing of sundrie kings with their realmes: as also of the decai and overthrow of diuers others. Besides many admirable, and most rare exployts of chiualrie and martiall prowesse effected by valorous knightes with incredible euents, compassed for, and through the loue of ladies. Translated out of French into English, by W. Caxton.",The Destruction of Troy | Recueil des Histoires de Troie,Prose,1597,4,"The Printers to the Curteous Reader, helth and happinesse (A2r) | The table of the first booke of the collection of the history of Troy (f.239) | The table for the second book of the collection of historie of Troy (Hh3r) | The table of the third book of the destruction of Troy (R1r)",To the Reader | Table of Contents,,,No,15379,,,Bodleian Library,EEBO
Richard,Jones,Male,"Imprinted at London: By Richard Iohnes, dwelling at the signe of the Rose and Crowne, neere Saint Andrewes Church in Holborne, 1597.",Printer | Bookseller,,N.B.,Nicholas,Breton,,"The arbor of amorous deuises wherin, young gentlemen may reade many plesant fancies, and fine deuises: and thereon, meditate diuers sweete conceites, to court the loue of faire ladies and gentlewomen by N.B. Gent.",The Arbor of Amorous Devices,Verse | Poetry,1597,1,"To the gentlemen readers, health",To the Reader,,,No,3631,Jones also the likely compiler and editor.,,The Huntington Library,EEBO
Edmund,Mats | Mattes,Male,"London: Imprinted by I. W. for Edmunde Mats, and are to be sold at the signe of the hands and Plowe in Fleetestreet, 1597",Bookseller,John Windet,,,,Edmund Matts,"A deuoute mans purposes Being zealous and comfortable meditations, to weane a man from this world, and the vanities thereof",,Devotional,1597,3,To the right worshipful maister Julius Caesar [...] and to the most vertuous gentlewoman his wife  | To the Reader | The severall purposes contayned in this booke,Dedication | To the Reader | Table of Contents,,,No,17231,,Bookseller/editor sometimes presumed to be the author,British Library,EEBO
John,Danter,Male,"At London: Printed by John Danter, for Cuthbert Burbie, and are to be sold at his shop by the Royall Exchange, 1597",Printer,Cuthbert Burbie,,Christopher,Middleton,,"The famous historie of Chinon of England with his strange aduentures for the loue of Celestina daughter to Lewis King of Fraunce. with the worthy atchiuement of Sir Lancelot du Lake, and Sir Tristram du Lions for fair Laura, daughter to Cador Earle of Cornewall, beeing all knights of King Arthurs round table. By Chr. Middleton.",The Famous History of Chinon,Prose | Romance,1597,1,To the right worshipfull master Edward Stanley esquire (John Danton),Dedication | Absent Author,,,No,17866,,,The Huntington Library,EEBO
Humphrey,Lownes,Male,"At London: Printed by J. R. for Humfrey Lownes, and are to bee solde at the west doore of Paules, 1597.",Bookseller,James Roberts,,Anon.,,,Loues Complaints. With the legend of Orpheus and Euridice.,,Verse,1597,2,"To his worthy loving friend, Ma. Anthonie Gibsonne, grome in ordinarie of the Queenes Majesties most honorable chamber, H. L. wisheth health and harts desire",Dedication,Anthony Gibson,,No,16857,To the gentlemen readers,,The Huntington Library,EEBO
Nicholas,Ling,Male,"At London: Printed by J. R. for Nicholas Ling, and are to be sold at the west doore of Paules, 1597.",Bookseller | Editor,James Roberts,,N.,L.,John Bodenham,Politeuphuia wits common wealth,Wits Commonwealth,Prose | Aphorisms and Apothegms,1597,4,"To his very good friend, maister I. B., N. L. wisheth crease of happines | To the Reader | Faults Escaped | A Table of all the principall matters contained in the former Treatise",Dedication | To the Reader | Errata | Index,I. B.,,No,15685,,Two copies scanned for EEBO; same paratexts.,The Huntington Library,EEBO
Thomas,Man|Mann,Male,"London: Printed by Felix Kingston for Thomas Man, 1597.",Bookseller | Publisher,Felix Kingston,George Giffard,George,Giffard,,"Two sermons vpon 1. Peter 5. vers .8. and 9 Wherein is shewed that the diuell is to be resisted only by a stedfast faith, how soever he commeth either against soule or body: and that whosoever hath once attained the true and livelie faith, it can never be utterly lost, but he is sure to get the victorie.","Two sermons vpon 1. Peter 5. vers .8. and 9 Wherein is shewed that the diuell is to be resisted only by a stedfast faith, how soeuer he commeth either against soule or body: and that whosoeuer hath once attained the true and liuelie faith, it can neuer be vtterly lost, but he is sure to get the victorie.",Religion | Bible,1597,1,"To the right worshipfulL M. Joseph Bainham Esquire, and to Mistresse Jone Bainham his Wife",Dedication,M. Joseph Bainham Esquire| Jone (Joan?) Bainham,Male | Female | Couple,No,11871,,,Bodleian Library,EBBO
John,Oxenbridge,Male,"London: Printed by V. S. for John Oxenbridge, and are to be solde at his shop in Paules churchyard at the signe of the Parot",Bookseller,Valentine Simmes,,Marguerite,de Navarre,,"The queen of Navarres tales Containing, verie pleasant discourses of fortunate lovers. Now newly translated out of French into English",,Prose | Translation,1597,1,To his assured good friend J. O. Stationer (A. B.),To the Stationer,,,No,17323,,Dedication to bookseller by A. B..,Bodleian Library,EEBO
Valentine,Simmes,Male,London: Printed by Valentine Simmes,Bookseller,,R. T.,Robert,Tofte,,Laura The toyes of a traveller. Or The feast of fancie. Divided into three parts. By R. T. Gentleman,The Toys of a Traveller,Poetry | Verse,1597,3,"To the gentle, and gentlemen readers whatsoever",To the Reader,,,No,24097,"To the no lesse vertuous, than faire, the honourable Ladie Lucie, sister to the thrice renowmed and noble Lord, Henry Earle of Northumberland | A Frends just excuse about the Booke and Author, in his absence",,The Huntington Library,EEBO
George,Bishop,Male,Imprinted at London: By Edmund Bollifant,Bookseller,Edmund Bollifant,,Christof,Wirsung,Jacob Mosan,"Praxis medicinae vniuersalis; or A generall practise of physicke Wherein areconteined all inward and outward parts of the body, with all the accidents andinfirmities that are incident vnto them, euen from the crowne of the head to the sole of the foote; also by what meanes (with the help of God) they may beremedie: very meete and profitable, not only for all phisitions, chirurgions,apothecaries, and midwiues, but for all other estates whatsoeuer. The like whereof as yet in english hath not beene published. Compiled and written by the most famous and learned doctour Christopher Wirtzung, in the Germane tongue, and now translated into English, in diuers places corrected, and with many additions illustrated and augmented, by Iacob Mosan Germane, Doctor in the same facultie.",Praxis medicinae vniuersalis,,1598,5,"To the Reader | The Contents of this Booke in generall | The first table contayneth the name of all diseases, accidents, and infirmities | The second index contayneth all the simples that are specified in this worke | The third index: this third and Latine Index, contayneth all the Latine, Greeke, and other strange names of all Simples",To the Reader | Table of Contents,,,No,25862,,,Bodleian Library,EEBO
Cuthbert,Burby,Male,"London: Printed by Edward Allde for Curthbert Burby, and are to be sold at his shop nere the Royall Exchange, 1598.",Bookseller,Edward Allde,,R.P.,Marcos Martinez (Spanish author) | Robert Parry,,"The sixth booke of the Myrrour of knighthood Being the first booke of the third part, immediatly following the fourth and fifth bookes printed. Conteining the knightly actions and amorous conuersations of Rosicleer and Rosabel his sonne, with diuers other their princely frends and kinsmen. Translated out of Spanish by R.P.",Espejo de Principes y Cavalleros,Prose,1598,1,The Printer to the Reader,To the Reader,,,No,18868,,,The Huntington Library,EEBO
Cuthbert,Burby,Male,"London: Printed by Edward Allde for Curthbert Burby, and are to be sold at his shop nere the Royall Exchange",Printer,Edward Allde,,R. P.,,Robert Parry | Diego Ortúñez de Calahorra,"The sixth booke of the Myrrour of knighthood Being the first booke of the third part, immediatly following the fourth and fifth bookes printed. Conteining the knightly actions and amorous conuersations of Rosicleer and Rosabel his sonne, with diuers other their princely frends and kinsmen. Translated out of Spanish by R.P.",The Mirror of Knighthood,Prose,1598,1,The printer to the reader,To the Reader,,,No,18868,,See other parts of this title: STC 18862-8,The Huntington Library,EEBO
Adam,Islip,Male,"London.: Printed by Adam Islip and are to be sold by Hugh Iackson, dwelling in Fleetstreet",Printer,Hugh Jackson,,Anon.,,,"The fift [sic] booke of the most pleasant and [d]electable historie of Amadis de Gaule. [Contai]ning the first part of the most strange vali[ant and] worthy actes of Esplandian sonne to Amadis [de Gaule] as his strange sailing in the great serpent, the winning of his sword, [co]nquest of the castle La montaigne defendu, his warres with Armato King of Turkie, his loue to Leonorine daughter to the Emperour of Constantinople, with diuers seruices done in her behalfe: the b[e]sieging of Constantinople by the Turks and pagans, with their overthrow by the Christian princes: his marriage with Leonorine, his investing in the Empire of Greece: and lastly his enchantment with diuers other princes in the pallace of [Apol]lidon deuised by Urganda",Amadis de Gaule,Romance | Translation,1598,1,The Printer to the Courteous Readers (A. I. ),To the Reader,,,No,542.5,,,British Library,EEBO
